Geneid	symbol	DMSO_express	IBR_express	RES_express
ENSG00000237321		FALSE	FALSE	FALSE
ENSG00000237322	RPL7L1P10	FALSE	FALSE	FALSE
ENSG00000237323		FALSE	FALSE	FALSE
ENSG00000237324		FALSE	FALSE	FALSE
ENSG00000237325		FALSE	FALSE	FALSE
ENSG00000237326		FALSE	FALSE	FALSE
ENSG00000237327	UPP2-IT1	FALSE	FALSE	FALSE
ENSG00000237328	RAI1-AS1	FALSE	FALSE	FALSE
ENSG00000237329		FALSE	FALSE	FALSE
ENSG00000237330	RNF223	FALSE	FALSE	FALSE
ENSG00000237331	XIAP-AS1	FALSE	FALSE	FALSE
ENSG00000237332		FALSE	FALSE	FALSE
ENSG00000237336		FALSE	FALSE	FALSE
ENSG00000237337		FALSE	FALSE	FALSE
ENSG00000237338	FTCD-AS1	FALSE	FALSE	FALSE
ENSG00000237339		FALSE	FALSE	FALSE
ENSG00000237341	SYP-AS1	FALSE	FALSE	FALSE
ENSG00000237342		FALSE	FALSE	FALSE
ENSG00000237343		FALSE	FALSE	FALSE
ENSG00000237345		FALSE	FALSE	FALSE
ENSG00000237346		FALSE	FALSE	FALSE
ENSG00000237347		FALSE	FALSE	FALSE
ENSG00000237349		FALSE	FALSE	FALSE
ENSG00000237350	CDC42P6	TRUE	TRUE	TRUE
ENSG00000237351		FALSE	FALSE	FALSE
ENSG00000237352		FALSE	FALSE	FALSE
ENSG00000237353	PATE4	FALSE	FALSE	FALSE
ENSG00000237354	OR52S1P	FALSE	FALSE	FALSE
ENSG00000237356		FALSE	FALSE	FALSE
ENSG00000237357		FALSE	FALSE	FALSE
ENSG00000237358		FALSE	FALSE	FALSE
ENSG00000237359		FALSE	FALSE	FALSE
ENSG00000237360	CHCHD4P2	FALSE	FALSE	FALSE
ENSG00000237361	LINC01071	FALSE	FALSE	FALSE
ENSG00000237363		FALSE	FALSE	FALSE
ENSG00000237365		FALSE	FALSE	FALSE
ENSG00000237370		FALSE	FALSE	FALSE
ENSG00000237371		FALSE	FALSE	FALSE
ENSG00000237372		FALSE	FALSE	FALSE
ENSG00000237373	BRWD1-IT1	FALSE	TRUE	FALSE
ENSG00000237374		FALSE	FALSE	FALSE
ENSG00000237377		FALSE	FALSE	FALSE
ENSG00000237378		FALSE	FALSE	FALSE
ENSG00000237379	CBX1P3	FALSE	FALSE	FALSE
ENSG00000237380	HOXD-AS2	FALSE	FALSE	FALSE
ENSG00000237381		FALSE	FALSE	FALSE
ENSG00000237382	RPL21P121	FALSE	FALSE	FALSE
ENSG00000237383	CNN2P11	FALSE	FALSE	FALSE
ENSG00000237385		FALSE	FALSE	FALSE
ENSG00000237387		FALSE	FALSE	FALSE
ENSG00000237388	OR4A47	FALSE	FALSE	FALSE
ENSG00000237389		FALSE	FALSE	FALSE
ENSG00000237390		FALSE	FALSE	FALSE
ENSG00000237393	SLC9A3P4	FALSE	FALSE	FALSE
ENSG00000237396		FALSE	FALSE	FALSE
ENSG00000237398	HLA-DPA3	FALSE	FALSE	FALSE
ENSG00000237399	PITRM1-AS1	FALSE	FALSE	FALSE
ENSG00000237400		FALSE	FALSE	FALSE
ENSG00000237401		FALSE	FALSE	FALSE
ENSG00000237402	CAMTA1-IT1	FALSE	FALSE	FALSE
ENSG00000237404		FALSE	FALSE	FALSE
ENSG00000237406	NDUFA9P1	FALSE	FALSE	FALSE
ENSG00000237407		FALSE	FALSE	FALSE
ENSG00000237408		FALSE	FALSE	FALSE
ENSG00000237409		FALSE	FALSE	FALSE
ENSG00000237410		FALSE	FALSE	FALSE
ENSG00000237412	PRSS56	FALSE	FALSE	FALSE
ENSG00000237413		FALSE	FALSE	FALSE
ENSG00000237414		FALSE	FALSE	FALSE
ENSG00000237415	NRBF2P3	FALSE	FALSE	FALSE
ENSG00000237416		FALSE	FALSE	FALSE
ENSG00000237417	XRCC6P1	FALSE	FALSE	FALSE
ENSG00000237418		FALSE	FALSE	FALSE
ENSG00000237419		FALSE	FALSE	FALSE
ENSG00000237422		FALSE	FALSE	FALSE
ENSG00000237423		FALSE	FALSE	FALSE
ENSG00000237424	FOXD2-AS1	FALSE	FALSE	FALSE
ENSG00000237425	RPSAP2	FALSE	FALSE	FALSE
ENSG00000237426	ZIK1P1	FALSE	FALSE	FALSE
ENSG00000237427	TOMM22P1	FALSE	FALSE	FALSE
ENSG00000237428		FALSE	FALSE	FALSE
ENSG00000237429		FALSE	FALSE	FALSE
ENSG00000237432	RPS7P12	FALSE	FALSE	FALSE
ENSG00000237433		FALSE	FALSE	FALSE
ENSG00000237434		FALSE	FALSE	FALSE
ENSG00000237435		FALSE	FALSE	FALSE
ENSG00000237436		TRUE	TRUE	TRUE
ENSG00000237437	ASS1P12	FALSE	FALSE	FALSE
ENSG00000237438	CECR7	TRUE	TRUE	TRUE
ENSG00000237439		FALSE	FALSE	FALSE
ENSG00000237440	ZNF737	TRUE	TRUE	TRUE
ENSG00000237441	RGL2	FALSE	FALSE	TRUE
ENSG00000237442	HNRNPA1P57	FALSE	FALSE	FALSE
ENSG00000237443	OR13D2P	FALSE	FALSE	FALSE
ENSG00000237444		FALSE	FALSE	FALSE
ENSG00000237445		FALSE	FALSE	FALSE
ENSG00000237446	RHEBP3	FALSE	FALSE	FALSE
ENSG00000237447	CDC27P2	FALSE	FALSE	FALSE
ENSG00000237449	TAAR4P	FALSE	FALSE	FALSE
ENSG00000237450		FALSE	FALSE	FALSE
ENSG00000237451	CDK2AP2P2	FALSE	FALSE	FALSE
ENSG00000237452		FALSE	FALSE	FALSE
ENSG00000237453		FALSE	FALSE	FALSE
ENSG00000237456		FALSE	FALSE	FALSE
ENSG00000237457		FALSE	FALSE	FALSE
ENSG00000237458	TUBB4BP3	FALSE	FALSE	FALSE
ENSG00000237460		FALSE	FALSE	FALSE
ENSG00000237461		FALSE	FALSE	FALSE
ENSG00000237463		FALSE	FALSE	FALSE
ENSG00000237464		FALSE	FALSE	FALSE
ENSG00000237466		FALSE	FALSE	FALSE
ENSG00000237467	USP9YP35	FALSE	FALSE	FALSE
ENSG00000237468		FALSE	FALSE	FALSE
ENSG00000237469	TUBB8P10	FALSE	FALSE	FALSE
ENSG00000237470	DCLRE1CP1	FALSE	FALSE	TRUE
ENSG00000237471		FALSE	FALSE	FALSE
ENSG00000237472		FALSE	FALSE	FALSE
ENSG00000237473		FALSE	FALSE	FALSE
ENSG00000237474		FALSE	FALSE	FALSE
ENSG00000237475	RPL7P53	FALSE	FALSE	FALSE
ENSG00000237476		FALSE	FALSE	FALSE
ENSG00000237477		FALSE	FALSE	FALSE
ENSG00000237478		FALSE	FALSE	FALSE
ENSG00000237479		FALSE	FALSE	FALSE
ENSG00000237480		FALSE	FALSE	FALSE
ENSG00000237481		FALSE	FALSE	FALSE
ENSG00000237483		FALSE	FALSE	FALSE
ENSG00000237484		TRUE	TRUE	FALSE
ENSG00000237485	SGOL1-AS1	FALSE	FALSE	FALSE
ENSG00000237487	VN1R48P	FALSE	FALSE	FALSE
ENSG00000237489	LINC00959	FALSE	FALSE	FALSE
ENSG00000237490		FALSE	FALSE	FALSE
ENSG00000237491		FALSE	FALSE	FALSE
ENSG00000237492	OR2L9P	FALSE	FALSE	FALSE
ENSG00000237493		FALSE	FALSE	FALSE
ENSG00000237494		FALSE	FALSE	FALSE
ENSG00000237498		FALSE	FALSE	FALSE
ENSG00000237499		FALSE	FALSE	FALSE
ENSG00000237500		FALSE	FALSE	FALSE
ENSG00000237501		FALSE	FALSE	FALSE
ENSG00000237502		FALSE	FALSE	FALSE
ENSG00000237503		FALSE	FALSE	FALSE
ENSG00000237505		FALSE	FALSE	FALSE
ENSG00000237506	RPSAP15	FALSE	FALSE	FALSE
ENSG00000237510		FALSE	FALSE	FALSE
ENSG00000237512	UNC5B-AS1	FALSE	FALSE	FALSE
ENSG00000237513		FALSE	FALSE	FALSE
ENSG00000237514	PTP4A1P7	FALSE	FALSE	FALSE
ENSG00000237515	SHISA9	FALSE	FALSE	FALSE
ENSG00000237517	DGCR5	FALSE	FALSE	FALSE
ENSG00000237520		FALSE	FALSE	FALSE
ENSG00000237521	OR7E24	FALSE	FALSE	FALSE
ENSG00000237522	NONOP2	FALSE	FALSE	FALSE
ENSG00000237523	LINC00857	FALSE	FALSE	FALSE
ENSG00000237524		FALSE	FALSE	FALSE
ENSG00000237525		FALSE	FALSE	FALSE
ENSG00000237527		FALSE	FALSE	FALSE
ENSG00000237528		FALSE	FALSE	FALSE
ENSG00000237529		FALSE	FALSE	FALSE
ENSG00000237530		FALSE	FALSE	FALSE
ENSG00000237531		FALSE	FALSE	FALSE
ENSG00000237532		FALSE	FALSE	FALSE
ENSG00000237533	PFN1P6	FALSE	FALSE	FALSE
ENSG00000237534	LINC00383	FALSE	FALSE	FALSE
ENSG00000237539		FALSE	FALSE	FALSE
ENSG00000237540		FALSE	FALSE	FALSE
ENSG00000237541	HLA-DQA2	FALSE	FALSE	FALSE
ENSG00000237542		FALSE	FALSE	FALSE
ENSG00000237543		FALSE	FALSE	FALSE
ENSG00000237546	XKRYP6	FALSE	FALSE	FALSE
ENSG00000237547	IGHJ2P	FALSE	FALSE	FALSE
ENSG00000237548	TTLL11-IT1	FALSE	FALSE	FALSE
ENSG00000237549		FALSE	FALSE	FALSE
ENSG00000237550	UBE2Q2P6	FALSE	FALSE	FALSE
ENSG00000237551		FALSE	FALSE	FALSE
ENSG00000237552		FALSE	FALSE	FALSE
ENSG00000237553		FALSE	FALSE	FALSE
ENSG00000237555		FALSE	FALSE	FALSE
ENSG00000237556	KCND3-AS1	FALSE	FALSE	FALSE
ENSG00000237557		FALSE	FALSE	FALSE
ENSG00000237558	CDY7P	FALSE	FALSE	FALSE
ENSG00000237560		FALSE	FALSE	FALSE
ENSG00000237563	TTTY21B	FALSE	FALSE	FALSE
ENSG00000237565	SSU72P5	FALSE	FALSE	FALSE
ENSG00000237566		FALSE	FALSE	FALSE
ENSG00000237567		FALSE	FALSE	FALSE
ENSG00000237568		FALSE	FALSE	FALSE
ENSG00000237569	TUBAP	FALSE	FALSE	FALSE
ENSG00000237571		FALSE	FALSE	FALSE
ENSG00000237572		FALSE	FALSE	FALSE
ENSG00000237574		FALSE	FALSE	FALSE
ENSG00000237575	PYY2	FALSE	FALSE	FALSE
ENSG00000237576		FALSE	FALSE	FALSE
ENSG00000237578		FALSE	FALSE	FALSE
ENSG00000237579		FALSE	FALSE	FALSE
ENSG00000237580	GCSHP3	TRUE	TRUE	TRUE
ENSG00000237581		FALSE	FALSE	FALSE
ENSG00000237583		FALSE	FALSE	FALSE
ENSG00000237584	RAC1P4	FALSE	FALSE	FALSE
ENSG00000237585	LINC00407	FALSE	FALSE	FALSE
ENSG00000237586		FALSE	FALSE	FALSE
ENSG00000237587		FALSE	FALSE	FALSE
ENSG00000237588		FALSE	FALSE	FALSE
ENSG00000237589	HMGN1P32	FALSE	FALSE	FALSE
ENSG00000237590		FALSE	FALSE	FALSE
ENSG00000237592	IGKV1OR10-1	FALSE	FALSE	FALSE
ENSG00000237593		FALSE	FALSE	FALSE
ENSG00000237594		TRUE	TRUE	FALSE
ENSG00000237595		FALSE	FALSE	FALSE
ENSG00000237596		FALSE	FALSE	FALSE
ENSG00000237597	GAGE13	FALSE	FALSE	FALSE
ENSG00000237601		FALSE	FALSE	FALSE
ENSG00000237603	HMGB3P12	FALSE	FALSE	FALSE
ENSG00000237604		FALSE	FALSE	FALSE
ENSG00000237605		FALSE	FALSE	FALSE
ENSG00000237606		FALSE	FALSE	FALSE
ENSG00000237609		FALSE	FALSE	FALSE
ENSG00000237610	OR4C50P	FALSE	FALSE	FALSE
ENSG00000237611		FALSE	FALSE	FALSE
ENSG00000237612		FALSE	FALSE	FALSE
ENSG00000237613	FAM138A	FALSE	FALSE	FALSE
ENSG00000237614		FALSE	FALSE	FALSE
ENSG00000237616	USP9YP32	FALSE	FALSE	FALSE
ENSG00000237617		FALSE	FALSE	FALSE
ENSG00000237618	BTBD7P2	FALSE	FALSE	FALSE
ENSG00000237619	OR3B1P	FALSE	FALSE	FALSE
ENSG00000237620	GCNT1P5	FALSE	FALSE	FALSE
ENSG00000237621	OR9A1P	FALSE	FALSE	FALSE
ENSG00000237622	TCEB1P18	FALSE	FALSE	FALSE
ENSG00000237623		FALSE	FALSE	FALSE
ENSG00000237624	OXCT2P1	FALSE	FALSE	FALSE
ENSG00000237625		FALSE	FALSE	FALSE
ENSG00000237626		FALSE	FALSE	FALSE
ENSG00000237628		FALSE	FALSE	FALSE
ENSG00000237629	UQCRHP2	FALSE	FALSE	FALSE
ENSG00000237630	NIFKP9	FALSE	FALSE	FALSE
ENSG00000237631		FALSE	FALSE	FALSE
ENSG00000237632	S100A11P1	FALSE	FALSE	FALSE
ENSG00000237633		FALSE	FALSE	FALSE
ENSG00000237635		FALSE	FALSE	FALSE
ENSG00000237636	ANKRD26P3	FALSE	FALSE	FALSE
ENSG00000237637	FRY-AS1	FALSE	FALSE	FALSE
ENSG00000237638		FALSE	FALSE	FALSE
ENSG00000237639		FALSE	FALSE	FALSE
ENSG00000237640		FALSE	FALSE	FALSE
ENSG00000237641		FALSE	FALSE	FALSE
ENSG00000237642	HMGB3P5	FALSE	FALSE	FALSE
ENSG00000237643		FALSE	FALSE	FALSE
ENSG00000237645		FALSE	FALSE	FALSE
ENSG00000237646	HLCS-IT1	FALSE	FALSE	FALSE
ENSG00000237647	ERICH1-AS1	FALSE	FALSE	FALSE
ENSG00000237649	KIFC1	TRUE	TRUE	TRUE
ENSG00000237650	OR11Q1P	FALSE	FALSE	FALSE
ENSG00000237651	C2orf74	TRUE	TRUE	TRUE
ENSG00000237653		FALSE	FALSE	FALSE
ENSG00000237654		FALSE	FALSE	FALSE
ENSG00000237655		FALSE	FALSE	FALSE
ENSG00000237658		FALSE	FALSE	FALSE
ENSG00000237659	RNASEH2CP1	FALSE	FALSE	FALSE
ENSG00000237661		FALSE	FALSE	FALSE
ENSG00000237662	SOCS2P1	FALSE	FALSE	FALSE
ENSG00000237663	DNAJC19P7	FALSE	FALSE	FALSE
ENSG00000237664	LINC00316	FALSE	FALSE	FALSE
ENSG00000237665	GRM7-AS2	FALSE	FALSE	FALSE
ENSG00000237666		FALSE	FALSE	FALSE
ENSG00000237667	LINC01115	FALSE	FALSE	FALSE
ENSG00000237668	RPS15AP38	TRUE	TRUE	TRUE
ENSG00000237669	HCG4P3	FALSE	FALSE	FALSE
ENSG00000237670		FALSE	FALSE	FALSE
ENSG00000237671	GAGE12C	FALSE	FALSE	FALSE
ENSG00000237672	KRR1P1	FALSE	FALSE	FALSE
ENSG00000237674	GSTA7P	FALSE	FALSE	FALSE
ENSG00000237675	TEX36-AS1	FALSE	FALSE	FALSE
ENSG00000237676	RPL30P4	FALSE	FALSE	FALSE
ENSG00000237677		FALSE	FALSE	FALSE
ENSG00000237679	VDAC1P11	FALSE	FALSE	FALSE
ENSG00000237682		FALSE	FALSE	FALSE
ENSG00000237683		FALSE	FALSE	FALSE
ENSG00000237684	RPSAP35	FALSE	FALSE	FALSE
ENSG00000237685		FALSE	FALSE	FALSE
ENSG00000237686		FALSE	FALSE	FALSE
ENSG00000237687	LINC00686	FALSE	FALSE	FALSE
ENSG00000237689		FALSE	FALSE	FALSE
ENSG00000237691	IFNWP2	FALSE	FALSE	FALSE
ENSG00000237693	IRGM	FALSE	FALSE	FALSE
ENSG00000237697	LINC00312	FALSE	FALSE	FALSE
ENSG00000237699		FALSE	FALSE	FALSE
ENSG00000237700		FALSE	FALSE	FALSE
ENSG00000237701	ATP5JP1	FALSE	FALSE	FALSE
ENSG00000237702	TRBV3-1	FALSE	FALSE	FALSE
ENSG00000237704		FALSE	FALSE	FALSE
ENSG00000237705		FALSE	FALSE	FALSE
ENSG00000237706	TRIM51EP	FALSE	FALSE	FALSE
ENSG00000237707		FALSE	FALSE	FALSE
ENSG00000237708		FALSE	FALSE	FALSE
ENSG00000237709	EEF1A1P28	FALSE	FALSE	FALSE
ENSG00000237711		FALSE	FALSE	FALSE
ENSG00000237713		FALSE	FALSE	FALSE
ENSG00000237714	P4HA2-AS1	FALSE	FALSE	FALSE
ENSG00000237716		FALSE	FALSE	FALSE
ENSG00000237717		FALSE	FALSE	FALSE
ENSG00000237718		FALSE	FALSE	FALSE
ENSG00000237719		FALSE	FALSE	FALSE
ENSG00000237720		FALSE	FALSE	FALSE
ENSG00000237721		FALSE	FALSE	FALSE
ENSG00000237722	MTND1P29	FALSE	FALSE	FALSE
ENSG00000237726		FALSE	FALSE	FALSE
ENSG00000237728		FALSE	FALSE	FALSE
ENSG00000237729		TRUE	TRUE	TRUE
ENSG00000237730		FALSE	FALSE	FALSE
ENSG00000237731	RNGTTP1	FALSE	FALSE	FALSE
ENSG00000237732		FALSE	FALSE	FALSE
ENSG00000237734		FALSE	FALSE	FALSE
ENSG00000237735		FALSE	FALSE	FALSE
ENSG00000237736		FALSE	FALSE	FALSE
ENSG00000237737	DCTN1-AS1	FALSE	FALSE	FALSE
ENSG00000237738	RNF216-IT1	FALSE	FALSE	FALSE
ENSG00000237740	NPAP1P3	FALSE	FALSE	FALSE
ENSG00000237741		FALSE	FALSE	FALSE
ENSG00000237742		FALSE	FALSE	FALSE
ENSG00000237743		FALSE	FALSE	FALSE
ENSG00000237745		TRUE	TRUE	FALSE
ENSG00000237746	ZNF101P1	FALSE	FALSE	FALSE
ENSG00000237747		FALSE	FALSE	FALSE
ENSG00000237748	UQCRBP1	FALSE	FALSE	FALSE
ENSG00000237749		FALSE	TRUE	TRUE
ENSG00000237750		FALSE	FALSE	FALSE
ENSG00000237751	LINC01143	FALSE	FALSE	FALSE
ENSG00000237752		FALSE	FALSE	FALSE
ENSG00000237753		FALSE	FALSE	FALSE
ENSG00000237754		FALSE	FALSE	FALSE
ENSG00000237756		FALSE	FALSE	FALSE
ENSG00000237757	EEF1A1P30	FALSE	FALSE	FALSE
ENSG00000237758	BANF1P3	TRUE	TRUE	TRUE
ENSG00000237759		FALSE	FALSE	FALSE
ENSG00000237760		FALSE	FALSE	FALSE
ENSG00000237761		FALSE	FALSE	FALSE
ENSG00000237763	AMY1A	FALSE	FALSE	FALSE
ENSG00000237764		FALSE	FALSE	FALSE
ENSG00000237765	FAM200B	TRUE	TRUE	TRUE
ENSG00000237766	GGTA2P	FALSE	FALSE	FALSE
ENSG00000237767		FALSE	FALSE	FALSE
ENSG00000237768		FALSE	FALSE	FALSE
ENSG00000237770	SPATA31D2P	FALSE	FALSE	FALSE
ENSG00000237772		FALSE	FALSE	FALSE
ENSG00000237773		FALSE	FALSE	FALSE
ENSG00000237774		FALSE	FALSE	FALSE
ENSG00000237775	DDR1-AS1	FALSE	FALSE	FALSE
ENSG00000237781		FALSE	FALSE	FALSE
ENSG00000237782		FALSE	FALSE	FALSE
ENSG00000237783		FALSE	FALSE	FALSE
ENSG00000237784		FALSE	FALSE	FALSE
ENSG00000237786	GFOD1-AS1	FALSE	FALSE	FALSE
ENSG00000237787	C3orf79	FALSE	FALSE	FALSE
ENSG00000237788		FALSE	FALSE	FALSE
ENSG00000237790		FALSE	FALSE	FALSE
ENSG00000237792		FALSE	FALSE	FALSE
ENSG00000237793	RPL18AP16	FALSE	FALSE	FALSE
ENSG00000237797		FALSE	FALSE	FALSE
ENSG00000237798		FALSE	FALSE	FALSE
ENSG00000237799	CICP11	FALSE	FALSE	FALSE
ENSG00000237801	AMDP1	FALSE	FALSE	FALSE
ENSG00000237802	FAM197Y6	FALSE	FALSE	FALSE
ENSG00000237803	LINC00211	FALSE	FALSE	FALSE
ENSG00000237804	HNRNPA1P39	FALSE	FALSE	FALSE
ENSG00000237805		FALSE	FALSE	FALSE
ENSG00000237806	FAUP2	FALSE	FALSE	FALSE
ENSG00000237807		FALSE	FALSE	FALSE
ENSG00000237810		FALSE	FALSE	FALSE
ENSG00000237813		FALSE	FALSE	FALSE
ENSG00000237815		FALSE	FALSE	FALSE
ENSG00000237816	RPL21P109	FALSE	FALSE	FALSE
ENSG00000237818	RPS3AP29	FALSE	FALSE	FALSE
ENSG00000237819		FALSE	FALSE	FALSE
ENSG00000237821		FALSE	FALSE	FALSE
ENSG00000237823	CDY19P	FALSE	FALSE	FALSE
ENSG00000237824		FALSE	FALSE	FALSE
ENSG00000237827		FALSE	FALSE	FALSE
ENSG00000237828	PA2G4P1	FALSE	FALSE	FALSE
ENSG00000237831		FALSE	FALSE	FALSE
ENSG00000237832		FALSE	FALSE	FALSE
ENSG00000237833		FALSE	FALSE	FALSE
ENSG00000237835		FALSE	FALSE	FALSE
ENSG00000237836	PHKA2-AS1	FALSE	FALSE	FALSE
ENSG00000237837		FALSE	FALSE	FALSE
ENSG00000237838		FALSE	FALSE	FALSE
ENSG00000237840	FAM21FP	FALSE	FALSE	FALSE
ENSG00000237841	KRTAP19-9P	FALSE	FALSE	FALSE
ENSG00000237842		FALSE	FALSE	FALSE
ENSG00000237843		FALSE	FALSE	FALSE
ENSG00000237844		FALSE	FALSE	FALSE
ENSG00000237845		FALSE	FALSE	FALSE
ENSG00000237846		FALSE	FALSE	FALSE
ENSG00000237847	FAM231A	FALSE	FALSE	FALSE
ENSG00000237848		FALSE	FALSE	FALSE
ENSG00000237849	NFYAP1	FALSE	FALSE	FALSE
ENSG00000237850		FALSE	FALSE	FALSE
ENSG00000237851		FALSE	FALSE	FALSE
ENSG00000237852		FALSE	FALSE	FALSE
ENSG00000237853		FALSE	FALSE	FALSE
ENSG00000237854	LINC00674	TRUE	TRUE	TRUE
ENSG00000237856		FALSE	FALSE	FALSE
ENSG00000237857		FALSE	FALSE	FALSE
ENSG00000237859	EEF1A1P31	FALSE	FALSE	FALSE
ENSG00000237860		FALSE	FALSE	FALSE
ENSG00000237861		FALSE	FALSE	FALSE
ENSG00000237862		FALSE	FALSE	FALSE
ENSG00000237863		FALSE	FALSE	FALSE
ENSG00000237864	LINC00322	FALSE	FALSE	FALSE
ENSG00000237868		FALSE	FALSE	FALSE
ENSG00000237869		FALSE	FALSE	FALSE
ENSG00000237870		FALSE	FALSE	FALSE
ENSG00000237872	POU5F1P4	FALSE	FALSE	FALSE
ENSG00000237873		FALSE	FALSE	FALSE
ENSG00000237874		FALSE	FALSE	FALSE
ENSG00000237875		FALSE	FALSE	FALSE
ENSG00000237876	AKR1B1P4	FALSE	FALSE	FALSE
ENSG00000237877		FALSE	FALSE	FALSE
ENSG00000237879	LINC00398	FALSE	FALSE	FALSE
ENSG00000237880		FALSE	FALSE	FALSE
ENSG00000237882	PPIAP13	FALSE	TRUE	TRUE
ENSG00000237883	DGUOK-AS1	FALSE	FALSE	FALSE
ENSG00000237885		FALSE	FALSE	FALSE
ENSG00000237886		FALSE	FALSE	FALSE
ENSG00000237887	RPL23AP32	FALSE	FALSE	FALSE
ENSG00000237888		FALSE	FALSE	FALSE
ENSG00000237891		FALSE	FALSE	FALSE
ENSG00000237892	KLF7-IT1	FALSE	FALSE	FALSE
ENSG00000237896		FALSE	FALSE	FALSE
ENSG00000237897		FALSE	FALSE	FALSE
ENSG00000237899		FALSE	FALSE	FALSE
ENSG00000237901		FALSE	FALSE	FALSE
ENSG00000237902	TSPY21P	FALSE	FALSE	FALSE
ENSG00000237903		FALSE	FALSE	FALSE
ENSG00000237904		FALSE	FALSE	FALSE
ENSG00000237906	MUPP	FALSE	FALSE	FALSE
ENSG00000237907		FALSE	FALSE	FALSE
ENSG00000237910		FALSE	FALSE	FALSE
ENSG00000237911	SRP68P3	FALSE	FALSE	FALSE
ENSG00000237913	FTLP19	FALSE	FALSE	FALSE
ENSG00000237914		FALSE	FALSE	FALSE
ENSG00000237916		FALSE	FALSE	FALSE
ENSG00000237917	PARP4P1	FALSE	FALSE	FALSE
ENSG00000237919		FALSE	FALSE	FALSE
ENSG00000237920		FALSE	FALSE	FALSE
ENSG00000237921		FALSE	FALSE	FALSE
ENSG00000237922		FALSE	FALSE	FALSE
ENSG00000237923		FALSE	FALSE	FALSE
ENSG00000237924	RPL21P112	FALSE	FALSE	FALSE
ENSG00000237926		FALSE	FALSE	FALSE
ENSG00000237927		FALSE	FALSE	FALSE
ENSG00000237928		FALSE	FALSE	FALSE
ENSG00000237929	RPL31P3	FALSE	FALSE	FALSE
ENSG00000237930		FALSE	FALSE	FALSE
ENSG00000237931		FALSE	FALSE	FALSE
ENSG00000237934		FALSE	FALSE	FALSE
ENSG00000237936		FALSE	FALSE	FALSE
ENSG00000237937		FALSE	FALSE	FALSE
ENSG00000237938		TRUE	FALSE	TRUE
ENSG00000237939		FALSE	FALSE	FALSE
ENSG00000237940		FALSE	FALSE	FALSE
ENSG00000237941	KCNQ1DN	FALSE	FALSE	FALSE
ENSG00000237943	PRKCQ-AS1	FALSE	FALSE	TRUE
ENSG00000237945	LINC00649	TRUE	TRUE	TRUE
ENSG00000237947		FALSE	FALSE	FALSE
ENSG00000237948		FALSE	FALSE	FALSE
ENSG00000237949	LINC00844	FALSE	FALSE	FALSE
ENSG00000237950		FALSE	FALSE	FALSE
ENSG00000237951	PPIL1P1	FALSE	FALSE	FALSE
ENSG00000237952	RPL7AP73	FALSE	FALSE	FALSE
ENSG00000237953		FALSE	FALSE	FALSE
ENSG00000237954		FALSE	FALSE	FALSE
ENSG00000237955		FALSE	FALSE	FALSE
ENSG00000237956	TRIAP1P1	FALSE	FALSE	FALSE
ENSG00000237957	CT47A5	FALSE	FALSE	FALSE
ENSG00000237959	RPL36AP10	FALSE	FALSE	FALSE
ENSG00000237961		FALSE	FALSE	FALSE
ENSG00000237963		FALSE	FALSE	FALSE
ENSG00000237964		FALSE	FALSE	FALSE
ENSG00000237968		FALSE	FALSE	FALSE
ENSG00000237970	TMEM161BP1	FALSE	FALSE	FALSE
ENSG00000237971		FALSE	FALSE	FALSE
ENSG00000237972	TUBG1P	FALSE	FALSE	FALSE
ENSG00000237973		TRUE	TRUE	TRUE
ENSG00000237974		FALSE	FALSE	FALSE
ENSG00000237975	FLG-AS1	FALSE	FALSE	FALSE
ENSG00000237976		TRUE	TRUE	FALSE
ENSG00000237977	EIF4HP2	FALSE	FALSE	FALSE
ENSG00000237978		TRUE	TRUE	TRUE
ENSG00000237979		FALSE	FALSE	FALSE
ENSG00000237980		FALSE	FALSE	FALSE
ENSG00000237982		FALSE	FALSE	FALSE
ENSG00000237984	PTENP1	TRUE	TRUE	TRUE
ENSG00000237986	CELF2-AS2	FALSE	FALSE	FALSE
ENSG00000237987		FALSE	FALSE	FALSE
ENSG00000237988	OR2I1P	FALSE	FALSE	FALSE
ENSG00000237989		FALSE	TRUE	TRUE
ENSG00000237990	CNTN4-AS1	FALSE	FALSE	FALSE
ENSG00000237991	RPL35P1	TRUE	TRUE	TRUE
ENSG00000237992		FALSE	FALSE	FALSE
ENSG00000237993		FALSE	FALSE	FALSE
ENSG00000237994		FALSE	FALSE	FALSE
ENSG00000237997	RCC2P2	FALSE	FALSE	FALSE
ENSG00000237998		FALSE	FALSE	FALSE
ENSG00000237999		FALSE	FALSE	FALSE
ENSG00000238000		TRUE	TRUE	TRUE
ENSG00000238001		FALSE	FALSE	FALSE
ENSG00000238002	NPAP1P6	FALSE	FALSE	FALSE
ENSG00000238003		FALSE	FALSE	FALSE
ENSG00000238004		FALSE	FALSE	FALSE
ENSG00000238005		FALSE	FALSE	FALSE
ENSG00000238007		FALSE	FALSE	FALSE
ENSG00000238008	COX6CP10	FALSE	FALSE	FALSE
ENSG00000238009		FALSE	FALSE	FALSE
ENSG00000238010		FALSE	FALSE	FALSE
ENSG00000238012		FALSE	FALSE	FALSE
ENSG00000238013		FALSE	FALSE	FALSE
ENSG00000238015		FALSE	FALSE	FALSE
ENSG00000238018		FALSE	FALSE	FALSE
ENSG00000238019		FALSE	FALSE	FALSE
